-DOCSTART- -X- O O
B2B	NN	O
)	)	O
platforms	NNS	O
to	TO	O
comprise	NN	O
60	CD	O
%	NN	O
of	IN	O
its	PRP$	O
investments	NNS	O
at	IN	O
the	DT	O
early	RB	O
-	:	O
stage	NN	O
level	NN	O
in	IN	O
India	NNP	O
and	CC	O
Southeast	NN	O
Asia	NN	O
.	.	O
Fintech	NN	O
firms	NNS	O
and	CC	O
enablers	NNS	O
in	IN	O
the	DT	O
B2B	NN	O
space	NN	O
will	MD	O
make	VB	O
up	RB	O
the	DT	O
rest	NN	O
,	,	O
he	PRP	O
said	VBD	O
,	,	O
adding	VBG	O
that	IN	O
there	RB	O
is	VBZ	O
n’t	NN	O
any	DT	O
specific	JJ	O
target	NN	O
country	NN	O
or	CC	O
region	NN	O
for	IN	O
the	DT	O
investments	NNS	O
and	CC	O
it	PRP	O
will	MD	O
depend	NN	O
on	IN	O
the	DT	O
available	JJ	O
opportunities	NNS	O
.	.	O
In	IN	O
India	NNP	O
,	,	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
was	VBD	O
a	DT	O
lead	NN	O
investor	NN	O
in	IN	O
MoEngage	NN	B-STARTUP
,	,	O
a	DT	O
SaaS	NN	O
platform	NN	O
that	IN	O
offers	NNS	O
insights	NNS	O
-	:	O
based	VBN	O
customer	NN	O
engagement	NN	O
.	.	O
The	DT	O
firm	NN	O
has	VBZ	O
also	RB	O
made	VBN	O
other	JJ	O
investments	NNS	O
in	IN	O
India	NNP	O
such	JJ	O
as	IN	O
in	IN	O
BlackBuck	NN	B-STARTUP
,	,	O
a	DT	O
B2B	NN	O
tech	NN	O
-	:	O
enabled	VBN	O
logistics	NNS	O
startup	NN	O
,	,	O
and	CC	O
Bizongo	NN	B-STARTUP
,	,	O
a	DT	O
B2B	NN	O
marketplace	NN	O
for	IN	O
packaging	NN	O
materials	NNS	O
.	.	O
B	NN	B-INVESTOR_NAME
Capital	NN	I-INVESTOR_NAME
is	VBZ	O
also	RB	O
an	DT	O
investor	NN	O
in	IN	O
edtech	NN	O
giant	NN	O
Byju	NN	B-STARTUP
’s	NN	I-STARTUP
.	.	O
The	DT	O
firm	NN	O
has	VBZ	O
$	$	O
6.3	CD	O
billion	CD	O
in	IN	O
assets	NNS	O
under	IN	O
management	NN	O
across	IN	O
multiple	NN	O
funds	NNS	O
,	,	O
and	CC	O
focuses	NNS	O
on	IN	O
venture	NN	O
growth	NN	O
investments	NNS	O
from	IN	O
seed	NN	O
to	TO	O
late	RB	O
stages	NNS	O
,	,	O
primarily	RB	O
in	IN	O
the	DT	O
enterprise	NN	O
,	,	O
financial	JJ	O
technology	NN	O
,	,	O
and	CC	O
healthcare	NN	O
sectors	NNS	O
.	.	O
It	PRP	O
operates	NNS	O
in	IN	O
nine	CD	O
locations	NNS	O
in	IN	O
the	DT	O
US	NN	O
and	CC	O
Asia	NN	O
,	,	O
and	CC	O
also	RB	O
has	VBZ	O
a	DT	O
strategic	JJ	O
partnership	NN	O
with	IN	O
Boston	NNP	O
Consulting	VBG	O
Group	NNP	O
(	(	O
BCG	NN	O
)	)	O
.	.	O
Share	NN	O
article	NN	O
on	IN	O
